pillar,	day,	start,	length
3,	2016-11-18,	10:30:22,	0.152000000002
3,	2016-11-18,	10:30:23,	0.197
3,	2016-11-18,	10:30:23,	0.186999999998
3,	2016-11-18,	10:30:24,	0.188000000002
3,	2016-11-18,	10:30:24,	0.148000000001
3,	2016-11-18,	10:30:24,	0.146000000001
3,	2016-11-18,	10:30:24,	0.145000000004
3,	2016-11-18,	10:30:25,	0.148000000001
3,	2016-11-18,	10:30:25,	0.145000000004
3,	2016-11-18,	10:30:25,	0.148000000001
3,	2016-11-18,	10:30:26,	0.144999999997
3,	2016-11-18,	10:30:26,	0.148999999998
3,	2016-11-18,	10:30:26,	0.143999999993
3,	2016-11-18,	10:30:27,	0.147000000004
3,	2016-11-18,	10:30:27,	0.146000000001
3,	2016-11-18,	10:30:27,	0.148999999998
3,	2016-11-18,	10:30:27,	0.148999999998
3,	2016-11-18,	10:30:28,	0.151000000005
3,	2016-11-18,	10:30:28,	0.148999999998
3,	2016-11-18,	10:30:28,	0.153000000006
3,	2016-11-18,	10:30:29,	0.156000000003
3,	2016-11-18,	10:30:29,	0.152000000002
3,	2016-11-18,	10:30:29,	0.152999999998
3,	2016-11-18,	10:30:30,	0.150999999998
3,	2016-11-18,	10:30:30,	0.151999999995
3,	2016-11-18,	10:30:30,	0.157999999996
3,	2016-11-18,	10:30:30,	0.154000000002
3,	2016-11-18,	10:30:31,	0.149999999994
3,	2016-11-18,	10:30:31,	0.148000000001
3,	2016-11-18,	10:30:31,	0.153000000006
3,	2016-11-18,	10:30:32,	0.156000000003
3,	2016-11-18,	10:30:32,	0.156999999999
3,	2016-11-18,	10:30:32,	0.152000000002
3,	2016-11-18,	10:30:33,	0.152000000002
3,	2016-11-18,	10:30:33,	0.149999999994
3,	2016-11-18,	10:30:33,	0.150000000001
3,	2016-11-18,	10:30:33,	0.154999999999
3,	2016-11-18,	10:30:34,	0.150999999998
3,	2016-11-18,	10:30:34,	0.156000000003
3,	2016-11-18,	10:30:34,	0.153000000006
3,	2016-11-18,	10:30:35,	0.156000000003
3,	2016-11-18,	10:30:35,	0.150999999998
3,	2016-11-18,	10:30:35,	0.150999999998
3,	2016-11-18,	10:30:36,	0.148999999998
3,	2016-11-18,	10:30:36,	0.146999999997
3,	2016-11-18,	10:30:36,	0.142999999996
3,	2016-11-18,	10:30:36,	0.144999999997
3,	2016-11-18,	10:30:37,	38.227
3,	2016-11-18,	10:31:15,	7.778
3,	2016-11-18,	10:33:31,	10.101
3,	2016-11-18,	10:34:04,	15.658
3,	2016-11-18,	10:34:29,	4.202
3,	2016-11-18,	10:34:38,	4.715
3,	2016-11-18,	10:34:43,	0.137999999999
3,	2016-11-18,	10:34:44,	0.873
3,	2016-11-18,	10:34:57,	5.94100000001
3,	2016-11-18,	10:35:03,	0.296999999999
3,	2016-11-18,	10:36:10,	0.300000000003
3,	2016-11-18,	10:36:10,	2.27
3,	2016-11-18,	10:36:13,	43.436
3,	2016-11-18,	10:36:56,	0.771000000001
3,	2016-11-18,	10:40:37,	0.152999999998
3,	2016-11-18,	10:40:38,	8.688
3,	2016-11-18,	10:41:47,	7.853
3,	2016-11-18,	10:45:01,	6.817
3,	2016-11-18,	10:45:08,	0.146999999997
3,	2016-11-18,	10:45:13,	1.055
3,	2016-11-18,	10:45:15,	1.382
3,	2016-11-18,	10:51:32,	1.327
3,	2016-11-18,	10:54:11,	11.657
3,	2016-11-18,	10:55:04,	5.837
3,	2016-11-18,	10:55:11,	0.457999999999
3,	2016-11-18,	10:55:15,	11.29
3,	2016-11-18,	10:57:04,	6.284
3,	2016-11-18,	10:57:11,	2.877
3,	2016-11-18,	10:57:32,	4.313
3,	2016-11-18,	10:57:39,	3.97199999999
3,	2016-11-18,	10:57:59,	1.06099999999
3,	2016-11-18,	10:58:07,	6.798
3,	2016-11-18,	10:58:18,	1.916
3,	2016-11-18,	10:58:30,	8.58
3,	2016-11-18,	10:58:39,	2.86
3,	2016-11-18,	10:58:47,	1.671
3,	2016-11-18,	10:58:57,	17.053
3,	2016-11-18,	11:00:02,	2.022
3,	2016-11-18,	11:00:14,	0.597999999998
3,	2016-11-18,	11:00:20,	97.0
3,	2016-11-18,	11:02:58,	1.74200000001
3,	2016-11-18,	11:03:00,	0.438999999998
3,	2016-11-18,	11:04:06,	1.636
3,	2016-11-18,	11:06:30,	1.507
3,	2016-11-18,	11:06:34,	5.004
3,	2016-11-18,	11:06:39,	16.568
3,	2016-11-18,	11:07:22,	12.252
3,	2016-11-18,	11:07:51,	4.361
3,	2016-11-18,	11:08:24,	4.429
3,	2016-11-18,	11:11:34,	2.722
3,	2016-11-18,	11:11:51,	5.614
3,	2016-11-18,	11:17:47,	7.266
3,	2016-11-18,	11:19:14,	5.38600000001
3,	2016-11-18,	11:19:21,	21.232
3,	2016-11-18,	11:19:43,	0.149000000005
3,	2016-11-18,	11:19:43,	0.154999999999
3,	2016-11-18,	11:19:44,	0.313000000002
3,	2016-11-18,	11:19:47,	5.847
3,	2016-11-18,	11:19:53,	1.067
3,	2016-11-18,	11:20:04,	0.317000000003
3,	2016-11-18,	11:20:05,	6.573
3,	2016-11-18,	11:20:11,	14.94
3,	2016-11-18,	11:20:50,	5.038
3,	2016-11-18,	11:21:24,	2.35
3,	2016-11-18,	11:22:21,	9.872
3,	2016-11-18,	11:22:42,	3.249
3,	2016-11-18,	11:23:01,	7.492
3,	2016-11-18,	11:23:09,	0.142
3,	2016-11-18,	11:23:25,	0.149999999994
3,	2016-11-18,	11:23:26,	5.716
3,	2016-11-18,	11:26:09,	0.294000000002
3,	2016-11-18,	11:29:23,	0.463000000003
3,	2016-11-18,	11:29:24,	6.95
3,	2016-11-18,	11:29:38,	2.303
3,	2016-11-18,	11:29:40,	9.217
3,	2016-11-18,	11:34:45,	1.966
3,	2016-11-18,	11:36:38,	15.373
3,	2016-11-18,	11:42:17,	1.079
3,	2016-11-18,	11:43:59,	109.507
3,	2016-11-18,	11:57:05,	4.291
3,	2016-11-18,	11:57:18,	1.546
3,	2016-11-18,	11:57:29,	10.341
3,	2016-11-18,	11:57:55,	7.467
3,	2016-11-18,	12:06:43,	61.976
3,	2016-11-18,	12:07:45,	4.326
3,	2016-11-18,	12:12:52,	60.577
3,	2016-11-18,	12:13:55,	23.686
3,	2016-11-18,	12:14:19,	1.472
3,	2016-11-18,	12:19:54,	4.645
3,	2016-11-18,	12:20:27,	5.236
3,	2016-11-18,	12:20:46,	3.769
3,	2016-11-18,	12:21:05,	0.604999999996
3,	2016-11-18,	12:21:06,	1.218
3,	2016-11-18,	12:21:07,	0.609000000004
3,	2016-11-18,	12:21:08,	1.16899999999
3,	2016-11-20,	13:08:23,	161.276
3,	2016-11-20,	13:13:20,	1.1
3,	2016-11-21,	4:47:28,	3.627
3,	2016-11-21,	4:47:31,	1.064
3,	2016-11-21,	4:49:23,	1.95
3,	2016-11-21,	5:08:49,	5.748
3,	2016-11-21,	5:09:57,	0.185999999998
3,	2016-11-21,	5:09:57,	2.179
3,	2016-11-21,	5:51:45,	3.068
3,	2016-11-21,	5:56:45,	1.922
3,	2016-11-21,	5:56:51,	0.911
3,	2016-11-21,	6:28:13,	6.419
3,	2016-11-21,	6:28:47,	10.453
3,	2016-11-21,	6:40:53,	2.199
3,	2016-11-21,	6:42:48,	8.92
3,	2016-11-21,	6:43:15,	1.47
3,	2016-11-21,	6:43:17,	345.102
3,	2016-11-21,	6:49:02,	1.287
3,	2016-11-21,	6:53:59,	16.31
3,	2016-11-21,	6:54:16,	0.185999999998
3,	2016-11-21,	6:54:18,	0.188999999998
3,	2016-11-21,	7:37:46,	5.292
3,	2016-11-21,	7:38:36,	1.449
3,	2016-11-21,	7:47:13,	6.3
3,	2016-11-21,	7:48:27,	206.379
3,	2016-11-21,	8:08:32,	1.417
3,	2016-11-21,	8:08:34,	0.177
3,	2016-11-21,	8:13:32,	3.402
3,	2016-11-21,	8:13:37,	5.599
3,	2016-11-21,	9:04:10,	2.235
3,	2016-11-21,	9:08:05,	16.276
3,	2016-11-21,	9:12:26,	0.721999999994
3,	2016-11-21,	9:12:35,	0.546999999999
3,	2016-11-21,	9:12:36,	0.368000000002
3,	2016-11-21,	9:15:12,	0.186000000002
3,	2016-11-21,	9:15:13,	1.091
3,	2016-11-21,	9:15:14,	0.364000000001
3,	2016-11-21,	9:15:15,	0.542000000001
3,	2016-11-21,	9:26:56,	17.329
3,	2016-11-21,	9:27:15,	0.549999999996
3,	2016-11-21,	9:27:16,	0.366999999998
3,	2016-11-21,	9:27:18,	1.63400000001
3,	2016-11-21,	9:27:19,	0.363000000005
3,	2016-11-21,	9:28:03,	8.127
3,	2016-11-21,	9:28:14,	9.735
3,	2016-11-21,	9:36:35,	4.249
3,	2016-11-21,	9:36:40,	1.11
3,	2016-11-21,	9:36:45,	7.71
3,	2016-11-21,	9:38:19,	13.106
3,	2016-11-21,	9:38:32,	0.722999999998
3,	2016-11-21,	9:38:33,	0.189000000006
3,	2016-11-21,	9:40:09,	11.138
3,	2016-11-21,	9:40:20,	15.689
3,	2016-11-21,	9:40:38,	1.459
3,	2016-11-21,	9:41:17,	15.918
3,	2016-11-21,	9:41:33,	0.182999999997
3,	2016-11-21,	9:41:41,	3.454
3,	2016-11-21,	9:41:45,	0.565000000002
3,	2016-11-21,	9:41:46,	0.959999999999
3,	2016-11-21,	9:41:48,	0.784999999996
3,	2016-11-21,	9:41:49,	0.396999999997
3,	2016-11-21,	9:41:50,	0.188999999998
3,	2016-11-21,	9:41:50,	0.188999999998
3,	2016-11-21,	9:43:29,	5.709
3,	2016-11-21,	9:43:35,	0.190000000002
3,	2016-11-21,	9:43:35,	0.921000000002
3,	2016-11-21,	9:43:36,	0.554000000004
3,	2016-11-21,	9:43:37,	0.367999999995
3,	2016-11-21,	9:45:41,	10.6
3,	2016-11-21,	9:50:51,	2.369
3,	2016-11-21,	9:50:56,	6.623
3,	2016-11-21,	9:51:06,	1.48
3,	2016-11-21,	9:51:12,	1.124
3,	2016-11-21,	9:57:00,	2.904
3,	2016-11-21,	9:57:03,	3.652
3,	2016-11-21,	9:57:07,	4.233
3,	2016-11-21,	9:57:11,	0.184999999998
3,	2016-11-21,	9:57:26,	0.184000000001
3,	2016-11-21,	9:57:27,	3.658
3,	2016-11-21,	9:57:33,	4.733
3,	2016-11-21,	9:57:43,	2.50199999999
3,	2016-11-21,	9:57:46,	14.972
3,	2016-11-21,	10:01:24,	16.247
3,	2016-11-21,	10:11:23,	2.969
3,	2016-11-21,	10:11:27,	0.181000000004
3,	2016-11-21,	10:23:44,	7.917
3,	2016-11-21,	10:25:16,	1118.225
3,	2016-11-21,	10:43:54,	19.554
3,	2016-11-21,	10:48:07,	4.97399999999
3,	2016-11-21,	11:03:10,	1.708
3,	2016-11-21,	11:03:12,	0.534
3,	2016-11-21,	11:11:15,	2.061
3,	2016-11-21,	11:11:24,	2.431
3,	2016-11-21,	11:16:25,	10.223
3,	2016-11-21,	11:16:37,	0.353999999999
3,	2016-11-21,	11:26:23,	0.550999999999
3,	2016-11-21,	11:28:29,	3.732
3,	2016-11-21,	11:28:33,	0.179000000004
3,	2016-11-21,	11:32:54,	12.215
3,	2016-11-21,	11:33:08,	0.542999999998
3,	2016-11-21,	11:33:09,	0.18
3,	2016-11-21,	11:33:32,	2.509
3,	2016-11-21,	11:40:31,	1.302
3,	2016-11-21,	11:40:45,	11.539
3,	2016-11-21,	11:41:06,	14.803
3,	2016-11-21,	11:41:24,	0.539000000004
3,	2016-11-21,	11:41:45,	8.762
3,	2016-11-21,	11:48:11,	4.96
3,	2016-11-21,	11:48:16,	1.094
3,	2016-11-21,	11:49:52,	3.803
3,	2016-11-21,	11:49:56,	1.45400000001
3,	2016-11-21,	11:50:00,	0.370999999999
3,	2016-11-21,	11:50:05,	3.624
3,	2016-11-21,	11:50:09,	0.188000000002
3,	2016-11-21,	11:50:09,	0.550999999999
3,	2016-11-21,	11:50:56,	7.327
3,	2016-11-21,	11:51:04,	0.178
3,	2016-11-21,	11:51:04,	0.175999999999
3,	2016-11-21,	11:52:33,	1.61
3,	2016-11-21,	11:52:35,	0.544000000002
3,	2016-11-21,	12:08:50,	5.648
3,	2016-11-21,	12:09:01,	8.2
3,	2016-11-21,	12:18:38,	7.182
3,	2016-11-21,	12:19:27,	1.647
3,	2016-11-21,	12:20:12,	31.256
3,	2016-11-21,	12:20:45,	0.360000000001
3,	2016-11-21,	12:20:53,	9.606
3,	2016-11-21,	12:50:22,	2.709
3,	2016-11-21,	12:50:41,	0.184999999998
3,	2016-11-21,	12:50:43,	0.560000000005
3,	2016-11-21,	12:58:29,	8.592
3,	2016-11-21,	13:01:49,	9.577
3,	2016-11-21,	13:02:17,	12.684
3,	2016-11-21,	13:02:30,	0.188999999998
3,	2016-11-21,	13:03:04,	10.422
3,	2016-11-21,	13:21:23,	1.24600000001
3,	2016-11-21,	13:23:26,	2.347
3,	2016-11-21,	13:31:04,	16.542
3,	2016-11-21,	13:32:10,	2.152
3,	2016-11-22,	6:54:37,	8.051
3,	2016-11-22,	6:54:45,	14.782
3,	2016-11-22,	6:55:02,	28.127
3,	2016-11-22,	6:55:30,	0.187000000002
3,	2016-11-22,	6:55:30,	0.186999999998
3,	2016-11-22,	6:55:52,	0.189000000002
3,	2016-11-22,	6:55:53,	11.913
3,	2016-11-22,	6:56:05,	0.362999999998
3,	2016-11-22,	6:56:33,	1.443
3,	2016-11-22,	6:56:35,	0.180999999997
3,	2016-11-22,	6:57:30,	2.417
3,	2016-11-22,	6:57:33,	1.301
3,	2016-11-22,	6:57:40,	0.761999999999
3,	2016-11-22,	6:57:59,	9.642
3,	2016-11-22,	6:58:09,	112.459
3,	2016-11-22,	7:00:07,	1.488
3,	2016-11-22,	7:00:32,	1.328
3,	2016-11-22,	7:01:48,	1.086
3,	2016-11-22,	7:02:10,	5.555
3,	2016-11-22,	7:03:46,	0.57
3,	2016-11-22,	7:03:52,	0.566000000003
3,	2016-11-22,	7:03:53,	0.187000000002
3,	2016-11-22,	7:03:53,	0.556
3,	2016-11-22,	7:08:49,	6.893

4,	2016-11-17,	12:28:23,	0.138999999996
4,	2016-11-17,	12:28:24,	15.171
4,	2016-11-17,	12:29:06,	15.039
4,	2016-11-17,	12:29:59,	13.155
4,	2016-11-17,	12:37:48,	19.546
4,	2016-11-17,	12:38:11,	32.112
4,	2016-11-17,	12:42:52,	5.655
4,	2016-11-17,	12:45:31,	3.048
4,	2016-11-17,	12:46:57,	9.671
4,	2016-11-17,	12:48:59,	11.953
4,	2016-11-17,	12:49:11,	0.165999999997
4,	2016-11-17,	12:54:59,	8.256
4,	2016-11-17,	13:02:26,	21.494
4,	2016-11-17,	13:06:46,	1.193
4,	2016-11-17,	13:06:49,	7.97
4,	2016-11-17,	13:06:59,	0.195
4,	2016-11-17,	13:06:59,	0.197
4,	2016-11-17,	13:07:00,	0.144
4,	2016-11-17,	13:07:15,	2.539
4,	2016-11-17,	13:07:18,	21.691
4,	2016-11-17,	13:07:47,	70.085
4,	2016-11-17,	13:08:57,	0.726000000002
4,	2016-11-17,	13:14:30,	9.01
4,	2016-11-17,	13:17:04,	10.544
4,	2016-11-17,	13:17:25,	4.235
4,	2016-11-17,	13:17:33,	2.179
4,	2016-11-17,	13:45:42,	3.075
4,	2016-11-17,	13:50:16,	33.665
4,	2016-11-17,	13:51:04,	13.378
4,	2016-11-17,	13:51:17,	1.012
4,	2016-11-17,	13:51:19,	0.284999999996
4,	2016-11-17,	13:52:09,	4.807
4,	2016-11-17,	13:52:14,	0.146000000001
4,	2016-11-17,	13:52:15,	0.579000000005
4,	2016-11-17,	13:52:34,	0.580000000002
4,	2016-11-17,	13:53:39,	136.909
4,	2016-11-17,	13:56:22,	7.311
4,	2016-11-17,	13:56:39,	19.346
4,	2016-11-17,	13:57:34,	6.001
4,	2016-11-18,	4:39:46,	2.263
4,	2016-11-18,	4:40:01,	5.256
4,	2016-11-18,	4:42:34,	0.741000000002
4,	2016-11-18,	4:43:17,	9.396
4,	2016-11-18,	4:56:45,	0.753000000001
4,	2016-11-18,	4:56:46,	0.650000000001
4,	2016-11-18,	4:58:18,	4.779
4,	2016-11-18,	4:58:34,	4.697
4,	2016-11-18,	4:59:04,	0.149000000001
4,	2016-11-18,	4:59:04,	3.453
4,	2016-11-18,	4:59:08,	25.402
4,	2016-11-18,	4:59:34,	0.597000000002
4,	2016-11-18,	4:59:35,	116.949
4,	2016-11-18,	5:09:02,	14.407
4,	2016-11-18,	5:09:17,	0.310999999998
4,	2016-11-18,	5:09:17,	9.276
4,	2016-11-18,	5:12:21,	5.755
4,	2016-11-18,	5:17:50,	10.094
4,	2016-11-18,	5:18:00,	0.298999999999
4,	2016-11-18,	5:18:01,	0.151000000002
4,	2016-11-18,	5:18:01,	0.151000000002
4,	2016-11-18,	5:18:13,	0.151000000002
4,	2016-11-18,	5:18:13,	9.239
4,	2016-11-18,	5:18:23,	0.583999999999
4,	2016-11-18,	5:19:08,	9.608
4,	2016-11-18,	5:23:26,	7.943
4,	2016-11-18,	5:27:17,	282.392
4,	2016-11-18,	5:31:59,	8.51
4,	2016-11-18,	5:32:25,	2.369
4,	2016-11-18,	5:32:35,	21.859
4,	2016-11-18,	5:33:31,	0.147000000001
4,	2016-11-18,	5:33:32,	6.806
4,	2016-11-18,	5:34:25,	0.146999999997
4,	2016-11-18,	5:34:25,	17.881
4,	2016-11-18,	5:35:52,	17.363
4,	2016-11-18,	5:36:42,	0.152999999998
4,	2016-11-18,	5:36:42,	62.67
4,	2016-11-18,	5:37:57,	32.923
4,	2016-11-18,	5:38:30,	0.297000000002
4,	2016-11-18,	5:41:16,	11.123
4,	2016-11-18,	5:41:28,	38.613
4,	2016-11-18,	5:42:08,	8.078
4,	2016-11-18,	5:42:25,	0.152999999998
4,	2016-11-18,	5:42:26,	1.338
4,	2016-11-18,	5:42:51,	0.342999999997
4,	2016-11-18,	5:42:53,	2.441
4,	2016-11-18,	5:42:58,	2.38
4,	2016-11-18,	5:44:33,	2.177
4,	2016-11-18,	5:45:05,	2.292
4,	2016-11-18,	5:46:26,	1.806
4,	2016-11-18,	5:46:39,	0.903999999999
4,	2016-11-18,	5:48:40,	0.294000000002
4,	2016-11-18,	5:48:40,	1.371
4,	2016-11-18,	5:48:44,	3.382
4,	2016-11-18,	5:49:03,	2.034
4,	2016-11-18,	5:49:05,	1.463
4,	2016-11-18,	5:54:15,	27.519
4,	2016-11-18,	5:54:53,	6.696
4,	2016-11-18,	5:55:07,	0.192000000003
4,	2016-11-18,	5:55:38,	2.419
4,	2016-11-18,	6:00:02,	3.855
4,	2016-11-18,	6:00:54,	1.187
4,	2016-11-18,	6:00:56,	0.150000000001
4,	2016-11-18,	6:00:56,	0.295999999998
4,	2016-11-18,	6:01:08,	7.352
4,	2016-11-18,	6:03:04,	0.739000000001
4,	2016-11-18,	6:03:05,	0.876999999997
4,	2016-11-18,	6:03:08,	0.147000000001
4,	2016-11-18,	6:03:08,	0.149999999998
4,	2016-11-18,	6:03:08,	0.149999999998
4,	2016-11-18,	6:03:16,	8.543
4,	2016-11-18,	6:03:25,	0.150999999998
4,	2016-11-18,	6:03:25,	1.213
4,	2016-11-18,	6:03:27,	0.154999999999
4,	2016-11-18,	6:03:27,	27.225
4,	2016-11-18,	6:07:05,	33.212
4,	2016-11-18,	6:07:53,	4.399
4,	2016-11-18,	6:11:10,	6.21
4,	2016-11-18,	6:12:43,	4.642
4,	2016-11-18,	6:17:22,	2.22
4,	2016-11-18,	6:17:35,	3.352
4,	2016-11-18,	6:17:44,	9.315
4,	2016-11-18,	6:18:09,	2.062
4,	2016-11-18,	6:21:23,	0.449999999997
4,	2016-11-18,	6:21:26,	0.452000000001
4,	2016-11-18,	6:24:47,	1.207
4,	2016-11-18,	6:25:39,	4.875
4,	2016-11-18,	6:27:05,	4.408
4,	2016-11-18,	6:27:24,	8.835
4,	2016-11-18,	6:27:51,	10.453
4,	2016-11-18,	6:28:02,	67.579
4,	2016-11-18,	6:29:10,	0.152999999998
4,	2016-11-18,	6:29:10,	9.966
4,	2016-11-18,	6:29:21,	0.902999999998
4,	2016-11-18,	6:32:07,	0.764999999999
4,	2016-11-18,	6:32:08,	145.863
4,	2016-11-18,	6:34:55,	10.849
4,	2016-11-18,	6:35:20,	1.491
4,	2016-11-18,	6:35:22,	5.259
4,	2016-11-18,	6:36:04,	0.958000000002
4,	2016-11-18,	6:36:48,	1.992
4,	2016-11-18,	6:36:56,	1.691
4,	2016-11-18,	6:36:59,	4.608
4,	2016-11-18,	6:37:11,	13.519
4,	2016-11-18,	6:37:47,	2.096
4,	2016-11-18,	6:37:49,	59.178
4,	2016-11-18,	6:38:49,	6.364
4,	2016-11-18,	6:38:56,	0.157999999999
4,	2016-11-18,	6:38:56,	8.103
4,	2016-11-18,	6:39:42,	26.559
4,	2016-11-18,	6:41:06,	47.762
4,	2016-11-18,	6:43:30,	0.297000000002
4,	2016-11-18,	6:43:31,	0.151000000002
4,	2016-11-18,	6:43:32,	0.771000000001
4,	2016-11-18,	6:43:33,	217.232
4,	2016-11-18,	6:47:11,	2.013
4,	2016-11-18,	6:48:06,	40.944
4,	2016-11-18,	6:48:52,	0.157999999999
4,	2016-11-18,	6:48:53,	10.14
4,	2016-11-18,	6:49:07,	5.279
4,	2016-11-18,	6:49:54,	14.715
4,	2016-11-18,	6:50:33,	1.492
4,	2016-11-18,	6:50:37,	4.884
4,	2016-11-18,	6:50:42,	5.178
4,	2016-11-18,	6:50:47,	6.687
4,	2016-11-18,	6:50:57,	1.208
4,	2016-11-18,	6:51:03,	1.123
4,	2016-11-18,	6:52:51,	10.371
4,	2016-11-18,	6:53:02,	0.296000000002
4,	2016-11-18,	6:53:02,	0.146000000001
4,	2016-11-18,	6:53:03,	6.958
4,	2016-11-18,	6:54:59,	7.579
4,	2016-11-18,	6:56:30,	1.674
4,	2016-11-18,	6:59:17,	3.152
4,	2016-11-18,	7:03:18,	1.333
4,	2016-11-18,	7:03:20,	0.152000000002
4,	2016-11-18,	7:03:37,	7.37
4,	2016-11-18,	7:03:54,	3.007
4,	2016-11-18,	7:07:53,	0.181999999997
4,	2016-11-18,	7:07:54,	0.713
4,	2016-11-18,	7:07:54,	1.43
4,	2016-11-18,	7:07:56,	1.38
4,	2016-11-18,	7:07:58,	1.812
4,	2016-11-18,	7:09:25,	7.224
4,	2016-11-18,	7:13:15,	2.496
4,	2016-11-18,	7:13:18,	0.150000000001
4,	2016-11-18,	7:13:18,	2.641
4,	2016-11-18,	7:16:42,	47.513
4,	2016-11-18,	7:19:12,	2.146
4,	2016-11-18,	7:19:22,	2.708
4,	2016-11-18,	7:19:25,	0.449999999997
4,	2016-11-18,	7:19:26,	0.153000000002
4,	2016-11-18,	7:19:26,	0.147000000001
4,	2016-11-18,	7:20:32,	4.255
4,	2016-11-18,	7:20:37,	17.066
4,	2016-11-18,	7:20:54,	0.153000000002
4,	2016-11-18,	7:20:54,	6.228
4,	2016-11-18,	7:21:12,	0.445
4,	2016-11-18,	7:21:13,	8.983
4,	2016-11-18,	7:22:33,	7.297
4,	2016-11-18,	7:22:41,	0.144999999997
4,	2016-11-18,	7:22:41,	0.297000000002
4,	2016-11-18,	7:22:59,	5.941
4,	2016-11-18,	7:23:07,	11.61
4,	2016-11-18,	7:27:20,	1.818
4,	2016-11-18,	7:27:22,	0.307000000001
4,	2016-11-18,	7:28:16,	7.254
4,	2016-11-18,	7:28:30,	11.836
4,	2016-11-18,	7:28:48,	4.552
4,	2016-11-18,	7:31:14,	12.088
4,	2016-11-18,	7:32:33,	7.642
4,	2016-11-18,	7:32:41,	0.555
4,	2016-11-18,	7:32:47,	1.051
4,	2016-11-18,	7:32:49,	9.37
4,	2016-11-18,	7:32:59,	1.042
4,	2016-11-18,	7:33:21,	22.678
4,	2016-11-18,	7:35:32,	0.309000000001
4,	2016-11-18,	7:35:54,	2.959
4,	2016-11-18,	7:35:57,	0.440999999999
4,	2016-11-18,	7:35:58,	0.297999999999
4,	2016-11-18,	7:35:58,	0.147999999997
4,	2016-11-18,	7:35:58,	39.688
4,	2016-11-18,	7:36:38,	6.309
4,	2016-11-18,	7:36:45,	17.254
4,	2016-11-18,	7:37:02,	5.371
4,	2016-11-18,	7:37:24,	24.586
4,	2016-11-18,	7:37:49,	0.148000000001
4,	2016-11-18,	7:38:02,	0.181
4,	2016-11-18,	7:40:33,	6.994
4,	2016-11-18,	7:40:40,	21.026
4,	2016-11-18,	7:41:01,	0.16
4,	2016-11-18,	7:41:31,	5.57
4,	2016-11-18,	7:41:37,	0.146999999997
4,	2016-11-18,	7:41:37,	17.189
4,	2016-11-18,	7:41:55,	0.442999999999
4,	2016-11-18,	7:42:04,	10.47
4,	2016-11-18,	7:42:19,	8.857
4,	2016-11-18,	7:43:00,	12.34
4,	2016-11-18,	7:43:13,	6.035
4,	2016-11-18,	7:43:19,	3.659
4,	2016-11-18,	7:43:26,	2.557
4,	2016-11-18,	7:44:04,	8.654
4,	2016-11-18,	7:44:12,	0.149000000001
4,	2016-11-18,	7:44:27,	5.283
4,	2016-11-18,	7:46:22,	3.072
4,	2016-11-18,	7:46:39,	10.71
4,	2016-11-18,	7:46:50,	0.154999999999
4,	2016-11-18,	7:46:51,	1.806
4,	2016-11-18,	7:47:44,	10.023
4,	2016-11-18,	7:50:57,	1.804
4,	2016-11-18,	7:50:59,	0.609999999997
4,	2016-11-18,	7:56:37,	3.781
4,	2016-11-18,	7:57:04,	4.099
4,	2016-11-18,	7:57:55,	0.300999999999
4,	2016-11-18,	7:57:56,	0.605
4,	2016-11-18,	7:57:57,	0.153999999999
4,	2016-11-18,	7:57:58,	6.905
4,	2016-11-18,	7:58:05,	0.896000000001
4,	2016-11-18,	8:01:49,	14.403
4,	2016-11-18,	8:02:04,	2.08
4,	2016-11-18,	8:06:07,	0.452000000001
4,	2016-11-18,	8:06:09,	1.681
4,	2016-11-18,	8:07:18,	1.666
4,	2016-11-18,	8:07:20,	25.663
4,	2016-11-18,	8:10:53,	1.188
4,	2016-11-18,	8:11:16,	2.076
4,	2016-11-18,	8:13:05,	2.173
4,	2016-11-18,	8:13:10,	7.0
4,	2016-11-18,	8:16:11,	6.206
4,	2016-11-18,	8:18:33,	12.623
4,	2016-11-18,	8:20:12,	0.173999999999
4,	2016-11-18,	8:20:12,	37.065
4,	2016-11-18,	8:21:55,	0.197
4,	2016-11-18,	8:21:55,	18.378
4,	2016-11-18,	8:22:35,	3.59
4,	2016-11-18,	8:22:39,	79.913
4,	2016-11-18,	8:23:59,	0.448
4,	2016-11-18,	8:25:05,	8.232
4,	2016-11-18,	8:25:16,	20.25
4,	2016-11-18,	8:26:00,	6.632
4,	2016-11-18,	8:26:07,	0.303
4,	2016-11-18,	8:29:20,	12.152
4,	2016-11-18,	8:30:06,	3.841
4,	2016-11-18,	8:30:11,	2.721
4,	2016-11-18,	8:30:54,	9.883
4,	2016-11-18,	8:31:15,	5.331
4,	2016-11-18,	8:32:39,	3.053
4,	2016-11-18,	8:33:01,	9.024
4,	2016-11-18,	8:37:06,	4.962
4,	2016-11-18,	8:37:15,	24.988
4,	2016-11-18,	8:37:40,	0.139999999999
4,	2016-11-18,	8:37:41,	29.004
4,	2016-11-18,	8:38:10,	0.201000000001
4,	2016-11-18,	8:38:10,	15.426
4,	2016-11-18,	8:39:34,	6.947
4,	2016-11-18,	8:39:49,	1.816
4,	2016-11-18,	8:44:48,	0.150999999998
4,	2016-11-18,	8:44:48,	0.152999999998
4,	2016-11-18,	8:44:48,	2.092
4,	2016-11-18,	8:44:59,	7.698
4,	2016-11-18,	8:45:48,	27.266
4,	2016-11-18,	8:46:37,	2.506
4,	2016-11-18,	8:46:40,	20.14
4,	2016-11-18,	8:47:14,	5.26
