pillar,	day,	start,	length
2,	2016-11-21,	11:11:11,	0.168000000005
2,	2016-11-21,	11:11:30,	3.45
2,	2016-11-21,	11:33:13,	3.712
2,	2016-11-21,	11:33:17,	0.170999999995
2,	2016-11-21,	11:34:04,	4.669
2,	2016-11-21,	11:36:34,	5.141
2,	2016-11-21,	11:36:40,	0.161999999997
2,	2016-11-21,	11:40:48,	10.122
2,	2016-11-21,	11:41:30,	2.515
2,	2016-11-21,	11:44:00,	5.701
2,	2016-11-21,	11:46:39,	3.165
2,	2016-11-21,	11:48:27,	2.019
2,	2016-11-21,	11:48:30,	1.528
2,	2016-11-21,	11:48:32,	0.170000000006
2,	2016-11-21,	11:48:35,	7.924
2,	2016-11-21,	11:48:45,	3.386
2,	2016-11-21,	11:48:48,	1.843
2,	2016-11-21,	11:48:51,	25.609
2,	2016-11-21,	11:49:16,	1.855
2,	2016-11-21,	11:49:19,	0.332999999999
2,	2016-11-21,	11:49:36,	11.026
2,	2016-11-21,	11:49:48,	25.903
2,	2016-11-21,	11:50:14,	7.889
2,	2016-11-21,	11:50:22,	49.546
2,	2016-11-21,	11:51:11,	2.614
2,	2016-11-21,	11:52:23,	6.086
2,	2016-11-21,	12:08:46,	2.531
2,	2016-11-21,	12:08:50,	0.354999999996
2,	2016-11-21,	12:09:20,	1.345
2,	2016-11-21,	12:09:22,	600.688
2,	2016-11-21,	12:19:22,	2.598
2,	2016-11-21,	12:20:06,	37.164
2,	2016-11-21,	12:20:44,	0.328000000001
2,	2016-11-21,	12:20:45,	0.181999999993
2,	2016-11-21,	12:20:46,	0.169000000002
2,	2016-11-21,	12:20:54,	6.888
2,	2016-11-21,	12:21:01,	1765.413
2,	2016-11-21,	12:50:27,	2.137
2,	2016-11-21,	12:50:29,	0.169999999998
2,	2016-11-21,	12:52:05,	2.358
2,	2016-11-21,	12:52:07,	0.168999999994
2,	2016-11-21,	13:02:00,	14.981
2,	2016-11-21,	13:02:31,	4.907
2,	2016-11-21,	13:02:48,	4.027
2,	2016-11-21,	13:03:21,	3.265
2,	2016-11-21,	13:03:24,	0.165999999997
2,	2016-11-21,	13:03:26,	5.818
2,	2016-11-21,	13:03:32,	0.168999999994
2,	2016-11-21,	13:21:16,	4.283
2,	2016-11-21,	13:31:00,	0.334999999999
2,	2016-11-21,	13:31:04,	3.04
2,	2016-11-21,	13:31:08,	0.164000000004
2,	2016-11-21,	13:31:08,	1.929
2,	2016-11-21,	13:31:10,	3.221
2,	2016-11-21,	13:31:14,	0.165000000001
2,	2016-11-21,	13:31:28,	46.254
2,	2016-11-22,	6:23:44,	2.147
2,	2016-11-22,	6:57:19,	3.76
2,	2016-11-22,	6:57:23,	0.693000000003
2,	2016-11-22,	6:58:03,	3.406
2,	2016-11-22,	6:58:07,	0.168999999998
2,	2016-11-22,	6:58:08,	0.174999999999
2,	2016-11-22,	6:58:46,	13.369
2,	2016-11-22,	6:58:59,	2.882
2,	2016-11-22,	6:59:02,	0.846999999998
2,	2016-11-22,	6:59:09,	3.24
2,	2016-11-22,	6:59:22,	10.25
2,	2016-11-22,	6:59:33,	23.713
2,	2016-11-22,	7:01:45,	2.684
2,	2016-11-22,	7:03:18,	3.417
2,	2016-11-22,	7:03:22,	1.007
2,	2016-11-22,	7:03:23,	4.046
2,	2016-11-22,	7:05:20,	1.301
2,	2016-11-22,	7:09:02,	3.859
2,	2016-11-22,	7:09:06,	0.166000000001
2,	2016-11-22,	7:09:06,	0.170000000002

3,	2016-11-17,	12:28:00,	21.112
3,	2016-11-17,	12:28:41,	5.281
3,	2016-11-17,	12:30:12,	0.143000000004
3,	2016-11-17,	12:30:12,	8.787
3,	2016-11-17,	12:30:25,	427.559
3,	2016-11-17,	12:37:32,	13.432
3,	2016-11-17,	12:37:46,	0.146999999997
3,	2016-11-17,	12:38:17,	28.07
3,	2016-11-17,	12:42:48,	0.144999999997
3,	2016-11-17,	12:42:48,	10.482
3,	2016-11-17,	12:45:37,	4.685
3,	2016-11-17,	12:45:42,	0.144
3,	2016-11-17,	12:46:50,	4.699
3,	2016-11-17,	12:49:11,	8.963
3,	2016-11-17,	12:55:18,	42.287
3,	2016-11-17,	13:02:08,	13.943
3,	2016-11-17,	13:02:22,	0.146000000001
3,	2016-11-17,	13:02:22,	0.145000000004
3,	2016-11-17,	13:02:35,	13.104
3,	2016-11-17,	13:04:15,	5.391
3,	2016-11-17,	13:06:47,	17.967
3,	2016-11-17,	13:07:06,	1.15
3,	2016-11-17,	13:07:30,	0.300999999999
3,	2016-11-17,	13:07:40,	0.148999999998
3,	2016-11-17,	13:07:40,	3.743
3,	2016-11-17,	13:08:15,	0.149000000005
3,	2016-11-17,	13:08:15,	6.006
3,	2016-11-17,	13:08:22,	31.773
3,	2016-11-17,	13:14:08,	19.588
3,	2016-11-17,	13:34:41,	0.142
3,	2016-11-17,	13:34:41,	8.894
3,	2016-11-17,	13:34:52,	238.808
3,	2016-11-17,	13:49:52,	2.261
3,	2016-11-17,	13:51:14,	4.735
3,	2016-11-17,	13:51:23,	6.184
3,	2016-11-17,	13:52:39,	5.59
3,	2016-11-17,	13:52:45,	0.299999999996
3,	2016-11-17,	13:52:46,	0.298999999999
3,	2016-11-17,	13:53:15,	7.35
3,	2016-11-17,	13:53:40,	19.915
3,	2016-11-17,	13:54:02,	5.755
3,	2016-11-17,	13:54:08,	2.012
3,	2016-11-17,	13:55:25,	27.98
3,	2016-11-17,	13:56:02,	12.941
3,	2016-11-17,	13:56:31,	25.306
3,	2016-11-17,	13:57:01,	7.629
3,	2016-11-17,	13:59:09,	-33679.755
3,	2016-11-18,	4:38:19,	6.061
3,	2016-11-18,	4:38:26,	0.792999999998
3,	2016-11-18,	4:38:27,	87.806
3,	2016-11-18,	4:39:57,	4.818
3,	2016-11-18,	4:41:48,	12.909
3,	2016-11-18,	4:42:26,	1.731
3,	2016-11-18,	4:42:29,	1.245
3,	2016-11-18,	4:42:31,	51.746
3,	2016-11-18,	4:43:23,	6.135
3,	2016-11-18,	4:47:24,	0.152999999998
3,	2016-11-18,	4:56:06,	0.926000000003
3,	2016-11-18,	4:56:47,	0.157000000003
3,	2016-11-18,	4:56:48,	4.673
3,	2016-11-18,	4:58:35,	11.489
3,	2016-11-18,	4:58:48,	0.149000000001
3,	2016-11-18,	5:00:55,	18.27
3,	2016-11-18,	5:02:16,	0.596000000001
3,	2016-11-18,	5:08:51,	8.459
3,	2016-11-18,	5:09:13,	2.455
3,	2016-11-18,	5:09:45,	4.301
3,	2016-11-18,	5:09:50,	3.73
3,	2016-11-18,	5:09:54,	0.298000000003
3,	2016-11-18,	5:10:52,	79.923
3,	2016-11-18,	5:12:18,	3.716
3,	2016-11-18,	5:12:23,	10.019
3,	2016-11-18,	5:12:34,	3.663
3,	2016-11-18,	5:16:36,	17.733
3,	2016-11-18,	5:16:54,	0.597000000002
3,	2016-11-18,	5:17:55,	9.664
3,	2016-11-18,	5:18:05,	55.434
3,	2016-11-18,	5:19:01,	6.146
3,	2016-11-18,	5:20:04,	1.528
3,	2016-11-18,	5:21:01,	4.677
3,	2016-11-18,	5:22:41,	13.004
3,	2016-11-18,	5:22:55,	0.146000000001
3,	2016-11-18,	5:22:56,	0.159000000003
3,	2016-11-18,	5:23:16,	6.962
3,	2016-11-18,	5:23:49,	5.152
3,	2016-11-18,	5:26:36,	1.475
3,	2016-11-18,	5:26:38,	0.598000000002
3,	2016-11-18,	5:26:39,	1.48
3,	2016-11-18,	5:26:41,	0.150999999998
3,	2016-11-18,	5:26:41,	2.698
3,	2016-11-18,	5:26:54,	6.035
3,	2016-11-18,	5:32:12,	9.17
3,	2016-11-18,	5:32:22,	0.292000000001
3,	2016-11-18,	5:33:25,	7.115
3,	2016-11-18,	5:33:40,	2.086
3,	2016-11-18,	5:33:42,	33.729
3,	2016-11-18,	5:34:22,	4.001
3,	2016-11-18,	5:34:46,	5.338
3,	2016-11-18,	5:35:58,	7.408
3,	2016-11-18,	5:36:06,	7.527
3,	2016-11-18,	5:36:14,	6.214
3,	2016-11-18,	5:36:21,	24.247
3,	2016-11-18,	5:36:46,	2.36
3,	2016-11-18,	5:36:48,	0.153000000002
3,	2016-11-18,	5:36:49,	0.154000000002
3,	2016-11-18,	5:41:23,	38.774
3,	2016-11-18,	5:42:01,	0.147000000001
3,	2016-11-18,	5:42:32,	4.834
3,	2016-11-18,	5:43:58,	0.734
3,	2016-11-18,	5:44:14,	1.956
3,	2016-11-18,	5:44:53,	5.536
3,	2016-11-18,	5:44:59,	0.148999999998
3,	2016-11-18,	5:45:44,	6.998
3,	2016-11-18,	5:45:52,	14.905
3,	2016-11-18,	5:46:32,	7.443
3,	2016-11-18,	5:47:24,	12.102
3,	2016-11-18,	5:47:36,	0.146999999997
3,	2016-11-18,	5:49:09,	1.887
3,	2016-11-18,	5:49:12,	44.909
3,	2016-11-18,	5:49:57,	2.788
3,	2016-11-18,	5:50:37,	2.319
3,	2016-11-18,	5:53:44,	4.276
3,	2016-11-18,	5:53:48,	9.221
3,	2016-11-18,	5:53:57,	0.587
3,	2016-11-18,	5:54:00,	6.681
3,	2016-11-18,	5:54:07,	5.349
3,	2016-11-18,	5:54:12,	3.883
3,	2016-11-18,	5:54:16,	0.143
3,	2016-11-18,	5:54:16,	0.145
3,	2016-11-18,	5:54:17,	24.577
3,	2016-11-18,	5:54:49,	20.21
3,	2016-11-18,	5:55:09,	32.866
3,	2016-11-18,	5:55:50,	2.449
3,	2016-11-18,	5:55:53,	1.05
3,	2016-11-18,	5:55:54,	0.144
3,	2016-11-18,	5:55:54,	3.314
3,	2016-11-18,	5:55:58,	5.683
3,	2016-11-18,	5:58:11,	0.151000000002
3,	2016-11-18,	5:58:11,	11.603
3,	2016-11-18,	5:58:25,	4.376
3,	2016-11-18,	6:00:08,	3.347
3,	2016-11-18,	6:00:58,	5.305
3,	2016-11-18,	6:01:08,	5.184
3,	2016-11-18,	6:01:20,	3.809
3,	2016-11-18,	6:01:24,	34.223
3,	2016-11-18,	6:02:08,	0.152000000002
3,	2016-11-18,	6:02:08,	0.151000000002
3,	2016-11-18,	6:02:09,	0.610000000001
3,	2016-11-18,	6:03:10,	1.674
3,	2016-11-18,	6:03:20,	2.438
3,	2016-11-18,	6:03:22,	7.747
3,	2016-11-18,	6:03:30,	22.905
3,	2016-11-18,	6:04:00,	0.442000000003
3,	2016-11-18,	6:04:10,	0.146000000001
3,	2016-11-18,	6:04:10,	4.296
3,	2016-11-18,	6:04:14,	120.512
3,	2016-11-18,	6:06:15,	2.36
3,	2016-11-18,	6:06:18,	13.245
3,	2016-11-18,	6:06:31,	2.781
3,	2016-11-18,	6:07:01,	22.892
3,	2016-11-18,	6:07:25,	0.165999999997
3,	2016-11-18,	6:07:26,	10.832
3,	2016-11-18,	6:07:45,	30.15
3,	2016-11-18,	6:08:51,	9.338
3,	2016-11-18,	6:09:22,	0.192999999999
3,	2016-11-18,	6:09:23,	11.198
3,	2016-11-18,	6:11:01,	6.448
3,	2016-11-18,	6:12:04,	3.831
3,	2016-11-18,	6:17:59,	6.704
3,	2016-11-18,	6:23:06,	26.407
3,	2016-11-18,	6:23:35,	5.388
3,	2016-11-18,	6:24:42,	1.042
3,	2016-11-18,	6:24:55,	2.562
3,	2016-11-18,	6:25:39,	2.504
3,	2016-11-18,	6:25:53,	3.88
3,	2016-11-18,	6:26:18,	21.516
3,	2016-11-18,	6:26:40,	0.151999999998
3,	2016-11-18,	6:27:12,	1.013
3,	2016-11-18,	6:28:03,	10.183
3,	2016-11-18,	6:28:14,	51.37
3,	2016-11-18,	6:29:05,	0.726000000002
3,	2016-11-18,	6:29:23,	6.511
3,	2016-11-18,	6:31:58,	3.036
3,	2016-11-18,	6:32:02,	0.152999999998
3,	2016-11-18,	6:32:13,	4.662
3,	2016-11-18,	6:32:25,	8.098
3,	2016-11-18,	6:35:00,	1.801
3,	2016-11-18,	6:35:02,	0.156000000003
3,	2016-11-18,	6:35:03,	3.957
3,	2016-11-18,	6:35:13,	6.655
3,	2016-11-18,	6:35:27,	5.359
3,	2016-11-18,	6:35:37,	0.611000000001
3,	2016-11-18,	6:37:01,	4.779
3,	2016-11-18,	6:37:08,	3.678
3,	2016-11-18,	6:37:40,	3.678
3,	2016-11-18,	6:38:29,	4.841
3,	2016-11-18,	6:38:46,	3.571
3,	2016-11-18,	6:38:51,	2.917
3,	2016-11-18,	6:39:11,	0.889999999999
3,	2016-11-18,	6:39:41,	7.391
3,	2016-11-18,	6:39:49,	0.186999999998
3,	2016-11-18,	6:39:49,	0.186999999998
3,	2016-11-18,	6:39:52,	0.303
3,	2016-11-18,	6:39:54,	17.852
3,	2016-11-18,	6:40:35,	17.349
3,	2016-11-18,	6:40:54,	9.632
3,	2016-11-18,	6:43:30,	3.224
3,	2016-11-18,	6:48:21,	7.291
3,	2016-11-18,	6:48:29,	37.93
3,	2016-11-18,	6:49:07,	10.693
3,	2016-11-18,	6:49:18,	0.167999999998
3,	2016-11-18,	6:49:25,	8.704
3,	2016-11-18,	6:49:37,	30.113
3,	2016-11-18,	6:50:16,	6.68
3,	2016-11-18,	6:50:34,	0.904999999999
3,	2016-11-18,	6:50:40,	28.225
3,	2016-11-18,	6:51:24,	1.397
3,	2016-11-18,	6:52:40,	6.638
3,	2016-11-18,	6:52:52,	8.766
3,	2016-11-18,	6:53:41,	10.726
3,	2016-11-18,	6:54:14,	5.851
3,	2016-11-18,	6:56:22,	0.307000000001
3,	2016-11-18,	6:56:22,	0.791000000001
3,	2016-11-18,	6:56:23,	2.084
3,	2016-11-18,	7:03:16,	0.441000000003
3,	2016-11-18,	7:03:49,	2.309
3,	2016-11-18,	7:03:55,	9.407
3,	2016-11-18,	7:06:44,	1.05
3,	2016-11-18,	7:07:33,	1.841
3,	2016-11-18,	7:07:35,	0.921999999999
3,	2016-11-18,	7:07:36,	1.539
3,	2016-11-18,	7:07:38,	20.591
3,	2016-11-18,	7:07:59,	31.857
3,	2016-11-18,	7:08:31,	0.149999999998
3,	2016-11-18,	7:08:32,	0.440999999999
3,	2016-11-18,	7:10:11,	4.652
3,	2016-11-18,	7:10:16,	0.300999999999
3,	2016-11-18,	7:13:20,	1.472
3,	2016-11-18,	7:14:39,	9.032
3,	2016-11-18,	7:16:46,	5.043
3,	2016-11-18,	7:16:52,	1.026
3,	2016-11-18,	7:17:03,	0.150000000001
3,	2016-11-18,	7:17:04,	1.49
3,	2016-11-18,	7:17:05,	0.148000000001
3,	2016-11-18,	7:19:18,	6.596
3,	2016-11-18,	7:19:25,	0.451000000001
3,	2016-11-18,	7:19:26,	2.097
3,	2016-11-18,	7:19:29,	5.686
3,	2016-11-18,	7:19:34,	2.139
3,	2016-11-18,	7:19:41,	1.811
3,	2016-11-18,	7:21:06,	7.674
3,	2016-11-18,	7:22:43,	5.539
3,	2016-11-18,	7:22:54,	5.51
3,	2016-11-18,	7:23:00,	4.147
3,	2016-11-18,	7:23:21,	4.825
3,	2016-11-18,	7:23:32,	14.99
3,	2016-11-18,	7:23:47,	0.152000000002
3,	2016-11-18,	7:27:15,	3.551
3,	2016-11-18,	7:28:07,	7.107
3,	2016-11-18,	7:28:20,	14.243
3,	2016-11-18,	7:28:43,	8.745
3,	2016-11-18,	7:29:40,	6.82
3,	2016-11-18,	7:30:52,	19.979
3,	2016-11-18,	7:31:36,	0.150000000001
3,	2016-11-18,	7:31:37,	1.666
3,	2016-11-18,	7:31:39,	1.223
3,	2016-11-18,	7:31:40,	0.151999999998
3,	2016-11-18,	7:32:38,	3.813
3,	2016-11-18,	7:32:51,	4.555
3,	2016-11-18,	7:33:05,	3.053
3,	2016-11-18,	7:33:09,	9.897
3,	2016-11-18,	7:34:04,	7.204
3,	2016-11-18,	7:36:32,	4.649
3,	2016-11-18,	7:36:52,	3.723
3,	2016-11-18,	7:36:56,	1.997
3,	2016-11-18,	7:37:19,	3.26
3,	2016-11-18,	7:37:26,	3.44
3,	2016-11-18,	7:37:30,	2.896
3,	2016-11-18,	7:37:37,	0.149999999998
3,	2016-11-18,	7:37:37,	20.378
3,	2016-11-18,	7:40:18,	4.349
3,	2016-11-18,	7:41:49,	1.041
3,	2016-11-18,	7:41:50,	45.494
3,	2016-11-18,	7:42:36,	0.154999999999
3,	2016-11-18,	7:42:36,	6.174
3,	2016-11-18,	7:42:50,	0.289000000001
3,	2016-11-18,	7:42:50,	0.720000000001
3,	2016-11-18,	7:42:52,	0.147000000001
3,	2016-11-18,	7:43:08,	3.7
3,	2016-11-18,	7:43:57,	3.432
3,	2016-11-18,	7:44:20,	4.829
3,	2016-11-18,	7:45:32,	21.949
3,	2016-11-18,	7:46:14,	5.186
3,	2016-11-18,	7:46:55,	10.777
3,	2016-11-18,	7:48:10,	8.594
3,	2016-11-18,	7:48:19,	0.591
3,	2016-11-18,	7:48:20,	0.441999999999
3,	2016-11-18,	7:54:24,	7.87
3,	2016-11-18,	7:54:56,	26.497
3,	2016-11-18,	7:55:49,	18.546
3,	2016-11-18,	7:56:56,	4.699
3,	2016-11-18,	8:01:00,	0.605
3,	2016-11-18,	8:02:18,	8.884
3,	2016-11-18,	8:07:53,	12.082
3,	2016-11-18,	8:08:09,	35.66
3,	2016-11-18,	8:08:45,	0.154999999999
3,	2016-11-18,	8:08:45,	0.155999999999
3,	2016-11-18,	8:12:28,	0.153999999999
3,	2016-11-18,	8:12:29,	27.235
3,	2016-11-18,	8:15:53,	11.109
3,	2016-11-18,	8:16:04,	0.296999999999
3,	2016-11-18,	8:16:05,	19.116
3,	2016-11-18,	8:18:45,	14.3
3,	2016-11-18,	8:20:45,	5.741
3,	2016-11-18,	8:21:52,	9.329
3,	2016-11-18,	8:22:22,	3.584
3,	2016-11-18,	8:22:29,	1.334
3,	2016-11-18,	8:24:42,	4.495
3,	2016-11-18,	8:24:52,	1.704
3,	2016-11-18,	8:24:54,	2.255
3,	2016-11-18,	8:24:57,	0.191000000003
3,	2016-11-18,	8:24:57,	0.335999999999
3,	2016-11-18,	8:25:00,	22.612
3,	2016-11-18,	8:25:24,	0.167000000001
3,	2016-11-18,	8:25:25,	0.527999999998
3,	2016-11-18,	8:25:27,	0.695
3,	2016-11-18,	8:26:59,	7.481
3,	2016-11-18,	8:27:07,	17.376
3,	2016-11-18,	8:29:16,	21.891
3,	2016-11-18,	8:29:38,	0.302000000003
3,	2016-11-18,	8:29:39,	0.147000000001
3,	2016-11-18,	8:29:40,	4.413
3,	2016-11-18,	8:30:10,	4.481
3,	2016-11-18,	8:30:16,	0.156999999999
3,	2016-11-18,	8:30:16,	0.152999999998
3,	2016-11-18,	8:30:16,	0.147999999997
3,	2016-11-18,	8:30:17,	0.156999999999
3,	2016-11-18,	8:30:43,	8.369
3,	2016-11-18,	8:31:10,	0.145
3,	2016-11-18,	8:31:11,	1.214
3,	2016-11-18,	8:32:29,	6.218
3,	2016-11-18,	8:32:37,	0.151000000002
3,	2016-11-18,	8:33:14,	5.164
3,	2016-11-18,	8:33:35,	28.296
3,	2016-11-18,	8:34:04,	0.452999999998
3,	2016-11-18,	8:34:05,	0.302
3,	2016-11-18,	8:36:40,	5.906
3,	2016-11-18,	8:36:57,	6.717
3,	2016-11-18,	8:37:05,	29.137
3,	2016-11-18,	8:37:36,	3.599
3,	2016-11-18,	8:38:07,	12.101
3,	2016-11-18,	8:39:05,	25.786
3,	2016-11-18,	8:39:33,	0.473999999998
3,	2016-11-18,	8:39:34,	0.316000000003
3,	2016-11-18,	8:40:07,	3.89
3,	2016-11-18,	8:44:53,	3.615
3,	2016-11-18,	8:45:34,	1.543
3,	2016-11-18,	8:45:36,	14.322
3,	2016-11-18,	8:45:50,	12.332
3,	2016-11-18,	8:46:21,	2.454
3,	2016-11-18,	8:47:07,	5.028
3,	2016-11-18,	8:47:19,	7.562
3,	2016-11-18,	8:47:34,	1.946
3,	2016-11-18,	8:47:52,	3.226
3,	2016-11-18,	8:47:57,	0.747000000003
3,	2016-11-18,	8:48:00,	54.74
3,	2016-11-18,	8:48:55,	0.146000000001
3,	2016-11-18,	8:52:11,	3.105
3,	2016-11-18,	8:52:22,	20.535
3,	2016-11-18,	8:52:43,	4.834
3,	2016-11-18,	8:53:06,	0.979000000003
3,	2016-11-18,	8:54:46,	25.48
3,	2016-11-18,	8:55:32,	6.843
3,	2016-11-18,	8:57:05,	0.151999999998
3,	2016-11-18,	8:58:01,	1.528
3,	2016-11-18,	8:58:03,	0.149000000001
3,	2016-11-18,	8:58:41,	5.221
3,	2016-11-18,	8:58:54,	182.64
3,	2016-11-18,	9:03:08,	16.92
3,	2016-11-18,	9:03:58,	2.559
3,	2016-11-18,	9:04:09,	2.713
3,	2016-11-18,	9:04:12,	2.579
3,	2016-11-18,	9:04:15,	0.147999999997
3,	2016-11-18,	9:04:16,	0.305999999997
3,	2016-11-18,	9:04:53,	0.147999999997
3,	2016-11-18,	9:04:54,	6.257
3,	2016-11-18,	9:06:44,	12.359
3,	2016-11-18,	9:06:57,	0.146000000001
3,	2016-11-18,	9:10:03,	4.40500000001
3,	2016-11-18,	9:10:07,	1.781
3,	2016-11-18,	9:10:09,	0.154999999999
3,	2016-11-18,	9:10:12,	4.973
3,	2016-11-18,	9:13:13,	19.554
3,	2016-11-18,	9:13:35,	4.788
3,	2016-11-18,	9:14:08,	1.527
3,	2016-11-18,	9:14:10,	29.847
3,	2016-11-18,	9:14:40,	1.074
3,	2016-11-18,	9:14:45,	0.144
3,	2016-11-18,	9:14:45,	1.386
3,	2016-11-18,	9:14:47,	20.819
3,	2016-11-18,	9:15:09,	10.936
3,	2016-11-18,	9:15:24,	0.180999999997
3,	2016-11-18,	9:15:29,	1.595
3,	2016-11-18,	9:15:54,	1.05
3,	2016-11-18,	9:17:51,	0.593999999997
3,	2016-11-18,	9:19:38,	4.282
3,	2016-11-18,	9:19:43,	17.145
3,	2016-11-18,	9:20:00,	15.294
3,	2016-11-18,	9:20:31,	10.88
3,	2016-11-18,	9:20:55,	57.665
3,	2016-11-18,	9:21:59,	5.987
3,	2016-11-18,	9:22:07,	0.368000000002
3,	2016-11-18,	9:23:20,	6.406
3,	2016-11-18,	9:23:27,	4.485
3,	2016-11-18,	9:23:32,	0.141000000003
3,	2016-11-18,	9:23:35,	53.28
3,	2016-11-18,	9:24:55,	4.971
3,	2016-11-18,	9:25:52,	8.564
3,	2016-11-18,	9:26:27,	0.783000000003
3,	2016-11-18,	9:26:30,	1.35
3,	2016-11-18,	9:26:34,	3.197
3,	2016-11-18,	9:26:41,	2.858
3,	2016-11-18,	9:26:49,	13.91
3,	2016-11-18,	9:27:19,	5.202
3,	2016-11-18,	9:27:32,	9.071
3,	2016-11-18,	9:27:42,	0.462
3,	2016-11-18,	9:27:42,	0.152000000002
3,	2016-11-18,	9:27:56,	0.752999999997
3,	2016-11-18,	9:27:59,	0.18
3,	2016-11-18,	9:28:10,	0.764999999999
3,	2016-11-18,	9:28:23,	11.202
3,	2016-11-18,	9:29:14,	7.993
3,	2016-11-18,	9:29:56,	8.456
3,	2016-11-18,	9:31:02,	11.85
3,	2016-11-18,	9:31:15,	0.160000000003
3,	2016-11-18,	9:31:15,	0.171000000002
3,	2016-11-18,	9:31:16,	14.728
3,	2016-11-18,	9:31:58,	7.583
3,	2016-11-18,	9:32:13,	6.515
3,	2016-11-18,	9:32:23,	13.082
3,	2016-11-18,	9:33:45,	22.227
3,	2016-11-18,	9:34:08,	0.148999999998
3,	2016-11-18,	9:35:22,	2.74400000001
3,	2016-11-18,	9:35:25,	7.40399999999
3,	2016-11-18,	9:35:32,	7.356
3,	2016-11-18,	9:35:42,	88.484
3,	2016-11-18,	9:37:17,	100.655
3,	2016-11-18,	9:38:58,	0.144
3,	2016-11-18,	9:38:58,	0.434000000001
3,	2016-11-18,	9:38:59,	13.896
3,	2016-11-18,	9:39:13,	9.36900000001
3,	2016-11-18,	9:41:08,	16.319
3,	2016-11-18,	9:41:39,	41.706
3,	2016-11-18,	9:42:21,	0.148000000001
3,	2016-11-18,	9:42:21,	58.704
3,	2016-11-18,	9:43:20,	4.462
3,	2016-11-18,	9:44:40,	0.308000000005
3,	2016-11-18,	9:45:41,	14.908
3,	2016-11-18,	9:46:04,	4.189
3,	2016-11-18,	9:49:32,	1.65900000001
3,	2016-11-18,	9:49:38,	5.583
3,	2016-11-18,	9:49:57,	8.107
3,	2016-11-18,	9:50:06,	1.865
3,	2016-11-18,	9:50:19,	2.252
3,	2016-11-18,	9:52:03,	21.154
3,	2016-11-18,	9:52:44,	6.205
3,	2016-11-18,	9:53:40,	4.017
3,	2016-11-18,	9:53:46,	0.156000000003
3,	2016-11-18,	9:54:40,	9.782
3,	2016-11-18,	9:55:03,	9.677
3,	2016-11-18,	9:58:06,	0.305999999997
3,	2016-11-18,	9:58:23,	3.434
3,	2016-11-18,	9:59:42,	0.473000000005
3,	2016-11-18,	9:59:43,	1.502
3,	2016-11-18,	9:59:45,	25.852
3,	2016-11-18,	10:00:41,	5.209
3,	2016-11-18,	10:01:00,	12.217
3,	2016-11-18,	10:01:26,	15.596
3,	2016-11-18,	10:02:05,	50.677
3,	2016-11-18,	10:03:00,	0.863000000005
3,	2016-11-18,	10:03:01,	14.937
3,	2016-11-18,	10:03:33,	7.69
3,	2016-11-18,	10:05:16,	1.624
3,	2016-11-18,	10:05:17,	18.663
3,	2016-11-18,	10:05:48,	11.744
3,	2016-11-18,	10:08:39,	1.913
3,	2016-11-18,	10:08:41,	0.144999999997
3,	2016-11-18,	10:10:38,	3.083
3,	2016-11-18,	10:10:51,	1.61700000001
3,	2016-11-18,	10:10:57,	8.546
3,	2016-11-18,	10:11:15,	7.379
3,	2016-11-18,	10:11:47,	19.709
3,	2016-11-18,	10:12:07,	74.936
3,	2016-11-18,	10:13:23,	0.148000000001
3,	2016-11-18,	10:14:42,	3.43900000001
3,	2016-11-18,	10:14:46,	0.289999999994
3,	2016-11-18,	10:14:47,	0.146000000001
3,	2016-11-18,	10:14:47,	0.148999999998
3,	2016-11-18,	10:14:48,	0.891000000003
3,	2016-11-18,	10:15:30,	13.195
3,	2016-11-18,	10:16:40,	5.70699999999
3,	2016-11-18,	10:17:18,	13.78
3,	2016-11-18,	10:18:03,	5.891
3,	2016-11-18,	10:18:21,	7.588
3,	2016-11-18,	10:18:46,	27.969
3,	2016-11-18,	10:19:30,	2.12
3,	2016-11-18,	10:20:08,	12.59
3,	2016-11-18,	10:20:21,	0.146000000001
3,	2016-11-18,	10:20:57,	13.766
3,	2016-11-18,	10:21:41,	5.615
3,	2016-11-18,	10:26:23,	3.556
3,	2016-11-18,	10:26:54,	6.621
3,	2016-11-18,	10:27:50,	2.594
3,	2016-11-18,	10:28:00,	1.227
3,	2016-11-18,	10:28:04,	3.192
3,	2016-11-18,	10:29:46,	29.565
3,	2016-11-18,	10:30:16,	0.150000000001
3,	2016-11-18,	10:30:16,	0.143000000004
3,	2016-11-18,	10:30:17,	0.149999999994
3,	2016-11-18,	10:30:17,	0.150999999998
3,	2016-11-18,	10:30:17,	0.150000000001
3,	2016-11-18,	10:30:18,	0.144999999997
3,	2016-11-18,	10:30:18,	0.149000000005
3,	2016-11-18,	10:30:18,	0.150000000001
3,	2016-11-18,	10:30:19,	0.148999999998
3,	2016-11-18,	10:30:19,	0.145000000004
3,	2016-11-18,	10:30:19,	0.146000000001
3,	2016-11-18,	10:30:19,	0.150000000001
3,	2016-11-18,	10:30:20,	0.149000000005
3,	2016-11-18,	10:30:20,	0.191999999995
3,	2016-11-18,	10:30:20,	0.192999999999
3,	2016-11-18,	10:30:21,	0.190999999999
3,	2016-11-18,	10:30:21,	0.196000000004
3,	2016-11-18,	10:30:22,	0.149000000005
3,	2016-11-18,	10:30:22,	0.144
3,	2016-11-18,	10:30:22,	0.150000000001
