pillar  code    timestamp
1	99	2016-11-17-12-55-09-477
1	100	2016-11-17-12-55-09-926
1	99	2016-11-17-12-55-13-214
1	97	2016-11-17-12-55-14-283
1	98	2016-11-17-12-55-14-433
1	97	2016-11-17-12-55-14-584
3	98	2016-11-17-12-55-18-622
3	100	2016-11-17-12-55-19-961
3	99	2016-11-17-12-55-33-757
3	100	2016-11-17-12-55-34-959
1	98	2016-11-17-12-55-46-147
1	97	2016-11-17-12-55-48-135
3	99	2016-11-17-12-55-59-939
3	97	2016-11-17-12-56-00-909
0	98	2016-11-17-13-01-07-861
0	97	2016-11-17-13-01-10-921
0	98	2016-11-17-13-01-15-615
0	100	2016-11-17-13-01-19-877
0	99	2016-11-17-13-01-20-427
0	100	2016-11-17-13-01-25-820
0	99	2016-11-17-13-01-28-689
0	100	2016-11-17-13-01-29-286
0	99	2016-11-17-13-01-30-538
0	97	2016-11-17-13-01-33-344
1	98	2016-11-17-13-01-37-344
1	100	2016-11-17-13-01-41-222
1	99	2016-11-17-13-01-45-384
1	97	2016-11-17-13-01-47-929
2	98	2016-11-17-13-01-52-153
2	100	2016-11-17-13-01-55-363
2	99	2016-11-17-13-01-58-338
2	97	2016-11-17-13-02-01-352
2	98	2016-11-17-13-02-01-820
2	97	2016-11-17-13-02-02-965
3	98	2016-11-17-13-02-08-142
3	100	2016-11-17-13-02-10-823
2	98	2016-11-17-13-02-11-430
3	99	2016-11-17-13-02-15-577
3	100	2016-11-17-13-02-16-629
3	99	2016-11-17-13-02-17-599
3	100	2016-11-17-13-02-18-184
3	99	2016-11-17-13-02-20-745
3	97	2016-11-17-13-02-22-085
3	98	2016-11-17-13-02-22-233
3	97	2016-11-17-13-02-22-379
3	98	2016-11-17-13-02-22-524
3	97	2016-11-17-13-02-22-669
4	98	2016-11-17-13-02-26-059
4	100	2016-11-17-13-02-27-873
2	97	2016-11-17-13-02-29-525
3	98	2016-11-17-13-02-35-736
3	100	2016-11-17-13-02-36-924
4	99	2016-11-17-13-02-38-704
4	100	2016-11-17-13-02-41-860
3	99	2016-11-17-13-02-42-867
3	100	2016-11-17-13-02-43-031
4	99	2016-11-17-13-02-43-835
4	100	2016-11-17-13-02-44-223
3	99	2016-11-17-13-02-45-227
3	100	2016-11-17-13-02-45-397
4	99	2016-11-17-13-02-45-397
4	97	2016-11-17-13-02-47-553
3	99	2016-11-17-13-02-47-940
3	97	2016-11-17-13-02-48-840
2	98	2016-11-17-13-03-20-422
1	98	2016-11-17-13-03-20-708
1	97	2016-11-17-13-03-33-878
1	98	2016-11-17-13-03-34-019
1	97	2016-11-17-13-03-34-307
1	98	2016-11-17-13-03-34-448
0	98	2016-11-17-13-03-34-730
1	97	2016-11-17-13-03-36-603
0	97	2016-11-17-13-03-37-905
0	98	2016-11-17-13-03-38-330
2	97	2016-11-17-13-03-39-615
2	98	2016-11-17-13-03-39-756
0	100	2016-11-17-13-03-39-899
2	97	2016-11-17-13-03-39-899
0	99	2016-11-17-13-03-41-128
0	100	2016-11-17-13-03-43-697
0	99	2016-11-17-13-03-44-917
0	97	2016-11-17-13-03-47-067
1	98	2016-11-17-13-03-50-996
1	100	2016-11-17-13-03-53-630
1	99	2016-11-17-13-03-54-762
1	97	2016-11-17-13-03-56-794
2	98	2016-11-17-13-03-58-239
2	97	2016-11-17-13-03-58-383
2	98	2016-11-17-13-03-58-675
2	100	2016-11-17-13-04-00-410
2	99	2016-11-17-13-04-05-395
2	97	2016-11-17-13-04-06-846
3	98	2016-11-17-13-04-15-150
3	100	2016-11-17-13-04-18-160
3	99	2016-11-17-13-04-19-347
3	97	2016-11-17-13-04-20-541
4	98	2016-11-17-13-06-46-649
3	98	2016-11-17-13-06-47-239
4	97	2016-11-17-13-06-47-842
4	98	2016-11-17-13-06-49-921
4	100	2016-11-17-13-06-50-812
4	99	2016-11-17-13-06-51-150
3	100	2016-11-17-13-06-54-035
4	100	2016-11-17-13-06-55-011
3	99	2016-11-17-13-06-55-343
4	99	2016-11-17-13-06-55-343
3	100	2016-11-17-13-06-55-792
4	100	2016-11-17-13-06-55-792
4	99	2016-11-17-13-06-56-293
3	99	2016-11-17-13-06-57-057
3	100	2016-11-17-13-06-57-502
4	97	2016-11-17-13-06-57-891
4	98	2016-11-17-13-06-59-045
4	97	2016-11-17-13-06-59-240
4	98	2016-11-17-13-06-59-431
4	97	2016-11-17-13-06-59-628
3	99	2016-11-17-13-07-00-198
4	98	2016-11-17-13-07-00-339
4	97	2016-11-17-13-07-00-483
3	100	2016-11-17-13-07-01-209
3	99	2016-11-17-13-07-02-939
3	100	2016-11-17-13-07-03-670
3	99	2016-11-17-13-07-04-626
3	97	2016-11-17-13-07-05-206
3	98	2016-11-17-13-07-06-780
3	97	2016-11-17-13-07-07-930
2	98	2016-11-17-13-07-08-073
2	97	2016-11-17-13-07-08-505
2	98	2016-11-17-13-07-08-652
2	97	2016-11-17-13-07-12-300
4	98	2016-11-17-13-07-15-865
0	98	2016-11-17-13-07-16-472
0	97	2016-11-17-13-07-17-379
4	97	2016-11-17-13-07-18-404
4	98	2016-11-17-13-07-18-553
4	100	2016-11-17-13-07-20-544
4	99	2016-11-17-13-07-28-732
3	98	2016-11-17-13-07-30-235
3	97	2016-11-17-13-07-30-536
3	98	2016-11-17-13-07-40-244
4	97	2016-11-17-13-07-40-244
3	97	2016-11-17-13-07-40-393
3	98	2016-11-17-13-07-40-843
3	100	2016-11-17-13-07-43-183
3	99	2016-11-17-13-07-43-576
3	97	2016-11-17-13-07-44-586
4	98	2016-11-17-13-07-47-440
3	98	2016-11-17-13-08-15-560
3	97	2016-11-17-13-08-15-709
3	98	2016-11-17-13-08-15-861
3	97	2016-11-17-13-08-21-867
3	98	2016-11-17-13-08-22-163
2	98	2016-11-17-13-08-23-524
2	97	2016-11-17-13-08-24-024
3	97	2016-11-17-13-08-53-936
4	97	2016-11-17-13-08-57-525
4	98	2016-11-17-13-08-57-668
4	97	2016-11-17-13-08-58-394
3	98	2016-11-17-13-14-08-840
3	100	2016-11-17-13-14-11-940
3	99	2016-11-17-13-14-14-491
3	100	2016-11-17-13-14-18-393
3	99	2016-11-17-13-14-19-394
3	100	2016-11-17-13-14-20-452
3	99	2016-11-17-13-14-23-767
3	100	2016-11-17-13-14-24-821
3	99	2016-11-17-13-14-25-620
3	97	2016-11-17-13-14-28-428
4	98	2016-11-17-13-14-30-517
4	100	2016-11-17-13-14-32-767
4	99	2016-11-17-13-14-34-295
4	100	2016-11-17-13-14-35-648
4	99	2016-11-17-13-14-38-017
4	97	2016-11-17-13-14-39-527
2	98	2016-11-17-13-14-44-280
2	100	2016-11-17-13-14-46-516
2	99	2016-11-17-13-14-50-864
2	97	2016-11-17-13-14-52-895
1	98	2016-11-17-13-14-55-210
1	100	2016-11-17-13-14-56-784
1	99	2016-11-17-13-15-02-006
1	100	2016-11-17-13-15-05-176
1	99	2016-11-17-13-15-18-656
1	97	2016-11-17-13-15-20-107
0	98	2016-11-17-13-15-21-555
0	100	2016-11-17-13-15-23-426
0	99	2016-11-17-13-15-31-053
0	97	2016-11-17-13-15-33-418
4	98	2016-11-17-13-17-04-399
4	100	2016-11-17-13-17-12-072
4	99	2016-11-17-13-17-13-254
4	97	2016-11-17-13-17-14-943
4	98	2016-11-17-13-17-25-526
4	100	2016-11-17-13-17-27-870
4	99	2016-11-17-13-17-28-676
4	97	2016-11-17-13-17-29-761
4	98	2016-11-17-13-17-33-191
4	97	2016-11-17-13-17-35-370
2	98	2016-11-17-13-19-42-578
2	97	2016-11-17-13-19-42-717
2	98	2016-11-17-13-19-42-862
2	97	2016-11-17-13-26-31-386
2	98	2016-11-17-13-34-37-361
2	97	2016-11-17-13-34-38-800
2	98	2016-11-17-13-34-38-942
2	97	2016-11-17-13-34-39-662
2	98	2016-11-17-13-34-39-808
3	98	2016-11-17-13-34-41-525
3	97	2016-11-17-13-34-41-667
2	97	2016-11-17-13-34-41-949
3	98	2016-11-17-13-34-41-949
1	98	2016-11-17-13-34-44-249
2	98	2016-11-17-13-34-45-250
1	97	2016-11-17-13-34-48-378
3	97	2016-11-17-13-34-50-843
3	98	2016-11-17-13-34-52-436
3	97	2016-11-17-13-38-51-244
4	98	2016-11-17-13-45-42-673
4	97	2016-11-17-13-45-45-748
1	98	2016-11-17-13-47-31-006
1	97	2016-11-17-13-47-37-741
1	98	2016-11-17-13-47-38-760
1	97	2016-11-17-13-47-40-029
2	97	2016-11-17-13-48-33-433
2	98	2016-11-17-13-49-35-581
2	97	2016-11-17-13-49-38-705
2	98	2016-11-17-13-49-38-848
2	97	2016-11-17-13-49-38-991
1	98	2016-11-17-13-49-41-109
1	97	2016-11-17-13-49-44-617
2	98	2016-11-17-13-49-47-407
2	97	2016-11-17-13-49-47-549
2	98	2016-11-17-13-49-47-694
2	97	2016-11-17-13-49-47-844
2	98	2016-11-17-13-49-47-991
2	97	2016-11-17-13-49-50-149
3	98	2016-11-17-13-49-52-665
3	97	2016-11-17-13-49-54-926
4	98	2016-11-17-13-50-16-864
1	98	2016-11-17-13-50-22-678
1	100	2016-11-17-13-50-24-372
1	99	2016-11-17-13-50-27-172
1	97	2016-11-17-13-50-28-159
4	100	2016-11-17-13-50-28-995
4	99	2016-11-17-13-50-29-491
2	98	2016-11-17-13-50-38-893
4	100	2016-11-17-13-50-39-485
1	98	2016-11-17-13-50-40-671
1	97	2016-11-17-13-50-40-839
1	98	2016-11-17-13-50-41-013
4	99	2016-11-17-13-50-41-013
1	97	2016-11-17-13-50-41-165
1	98	2016-11-17-13-50-41-459
4	100	2016-11-17-13-50-43-064
4	99	2016-11-17-13-50-43-915
4	100	2016-11-17-13-50-44-643
2	97	2016-11-17-13-50-45-657
1	100	2016-11-17-13-50-46-527
1	99	2016-11-17-13-50-47-092
0	98	2016-11-17-13-50-48-388
1	100	2016-11-17-13-50-48-389
4	99	2016-11-17-13-50-48-956
4	97	2016-11-17-13-50-50-529
0	100	2016-11-17-13-50-51-312
1	99	2016-11-17-13-50-51-860
0	99	2016-11-17-13-50-53-341
0	97	2016-11-17-13-50-54-658
1	100	2016-11-17-13-50-55-551
2	98	2016-11-17-13-50-57-245
1	99	2016-11-17-13-50-58-393
1	100	2016-11-17-13-50-59-866
2	100	2016-11-17-13-51-03-663
4	98	2016-11-17-13-51-04-182
2	99	2016-11-17-13-51-05-223
1	99	2016-11-17-13-51-05-368
2	100	2016-11-17-13-51-06-400
2	99	2016-11-17-13-51-08-434
4	100	2016-11-17-13-51-08-434
1	97	2016-11-17-13-51-08-768
3	98	2016-11-17-13-51-14-262
4	99	2016-11-17-13-51-14-780
2	97	2016-11-17-13-51-14-937
4	97	2016-11-17-13-51-17-560
4	98	2016-11-17-13-51-17-985
2	98	2016-11-17-13-51-18-128
3	97	2016-11-17-13-51-18-997
4	97	2016-11-17-13-51-18-997
4	98	2016-11-17-13-51-19-425
4	97	2016-11-17-13-51-19-710
2	97	2016-11-17-13-51-21-454
3	98	2016-11-17-13-51-23-201
3	100	2016-11-17-13-51-25-091
3	99	2016-11-17-13-51-27-285
3	97	2016-11-17-13-51-29-385
0	98	2016-11-17-13-52-02-033
0	100	2016-11-17-13-52-02-926
0	99	2016-11-17-13-52-04-788
0	100	2016-11-17-13-52-05-688
0	99	2016-11-17-13-52-06-788
0	97	2016-11-17-13-52-07-838
4	98	2016-11-17-13-52-09-485
4	100	2016-11-17-13-52-11-316
4	99	2016-11-17-13-52-12-829
4	97	2016-11-17-13-52-14-292
4	98	2016-11-17-13-52-14-437
4	97	2016-11-17-13-52-14-583
4	98	2016-11-17-13-52-15-306
4	97	2016-11-17-13-52-15-885
2	98	2016-11-17-13-52-16-888
2	97	2016-11-17-13-52-18-331
2	98	2016-11-17-13-52-18-618
2	97	2016-11-17-13-52-21-945
2	98	2016-11-17-13-52-22-090
2	97	2016-11-17-13-52-28-149
2	98	2016-11-17-13-52-29-776
2	97	2016-11-17-13-52-30-957
2	98	2016-11-17-13-52-31-252
2	97	2016-11-17-13-52-32-861
4	98	2016-11-17-13-52-34-920
4	97	2016-11-17-13-52-35-500
3	98	2016-11-17-13-52-39-944
3	100	2016-11-17-13-52-41-790
3	99	2016-11-17-13-52-44-168
3	97	2016-11-17-13-52-45-534
3	98	2016-11-17-13-52-45-995
3	97	2016-11-17-13-52-46-295
3	98	2016-11-17-13-52-46-443
3	97	2016-11-17-13-52-46-742
3	98	2016-11-17-13-53-15-723
3	100	2016-11-17-13-53-18-931
3	99	2016-11-17-13-53-20-876
3	97	2016-11-17-13-53-23-073
4	98	2016-11-17-13-53-39-088
3	98	2016-11-17-13-53-40-597
3	97	2016-11-17-13-54-00-512
3	98	2016-11-17-13-54-02-805
2	98	2016-11-17-13-54-03-685
2	100	2016-11-17-13-54-05-757
2	99	2016-11-17-13-54-07-681
3	97	2016-11-17-13-54-08-560
3	98	2016-11-17-13-54-08-847
2	97	2016-11-17-13-54-08-993
3	97	2016-11-17-13-54-10-859
1	98	2016-11-17-13-54-12-165
1	100	2016-11-17-13-54-13-788
1	99	2016-11-17-13-54-15-703
2	98	2016-11-17-13-54-16-442
1	100	2016-11-17-13-54-16-588
2	100	2016-11-17-13-54-18-683
0	98	2016-11-17-13-54-18-863
2	99	2016-11-17-13-54-19-902
1	99	2016-11-17-13-54-20-498
0	100	2016-11-17-13-54-22-257
0	99	2016-11-17-13-54-23-530
0	97	2016-11-17-13-54-24-863
1	97	2016-11-17-13-54-25-162
2	97	2016-11-17-13-54-26-498
2	98	2016-11-17-13-54-27-548
2	97	2016-11-17-13-54-28-423
2	98	2016-11-17-13-54-28-723
2	97	2016-11-17-13-54-31-374
3	98	2016-11-17-13-55-25-641
1	98	2016-11-17-13-55-45-122
1	100	2016-11-17-13-55-46-345
1	99	2016-11-17-13-55-51-271
1	97	2016-11-17-13-55-51-999
3	97	2016-11-17-13-55-53-621
2	98	2016-11-17-13-55-54-805
2	100	2016-11-17-13-55-55-997
4	97	2016-11-17-13-55-55-997
2	99	2016-11-17-13-55-58-121
2	97	2016-11-17-13-55-59-002
3	98	2016-11-17-13-56-02-261
3	100	2016-11-17-13-56-03-595
3	99	2016-11-17-13-56-14-044
3	97	2016-11-17-13-56-15-202
4	98	2016-11-17-13-56-22-458
4	100	2016-11-17-13-56-23-939
4	99	2016-11-17-13-56-27-975
4	100	2016-11-17-13-56-28-418
4	99	2016-11-17-13-56-28-586
4	97	2016-11-17-13-56-29-769
3	98	2016-11-17-13-56-31-235
3	100	2016-11-17-13-56-33-126
4	98	2016-11-17-13-56-39-709
4	100	2016-11-17-13-56-40-912
4	99	2016-11-17-13-56-44-134
3	99	2016-11-17-13-56-45-648
3	100	2016-11-17-13-56-46-112
2	98	2016-11-17-13-56-49-109
2	100	2016-11-17-13-56-50-695
3	99	2016-11-17-13-56-52-281
3	100	2016-11-17-13-56-53-522
2	99	2016-11-17-13-56-54-117
2	97	2016-11-17-13-56-55-115
3	99	2016-11-17-13-56-55-514
3	97	2016-11-17-13-56-56-541
1	98	2016-11-17-13-56-58-326
1	97	2016-11-17-13-56-58-760
1	98	2016-11-17-13-56-58-903
4	97	2016-11-17-13-56-59-055
1	100	2016-11-17-13-57-01-277
3	98	2016-11-17-13-57-01-277
1	99	2016-11-17-13-57-02-610
3	100	2016-11-17-13-57-03-486
1	97	2016-11-17-13-57-03-687
2	98	2016-11-17-13-57-04-282
2	97	2016-11-17-13-57-04-877
2	98	2016-11-17-13-57-05-068
3	99	2016-11-17-13-57-05-068
